txn_id,account_id,txn_date,amount,txn_type,channel,description,source
TXN00324,ACC1004,2024-01-31,1046.51,DEBIT,ACH,Payment 324,internal
TXN00325,ACC1003,2024-04-20,603.58,CREDIT,WIRE,Payment 325,internal
TXN00326,ACC1001,2024-02-25,3044.56,DEBIT,CARD,Payment 326,internal
TXN00327,ACC1016,2024-01-23,2664.11,DEBIT,ATM,Payment 327,internal
TXN00328,ACC1020,2024-03-29,4093.36,CREDIT,CARD,Payment 328,internal
TXN00329,ACC1020,2024-04-20,772.86,DEBIT,WIRE,Payment 329,internal
TXN00330,ACC1023,2024-02-11,260.03,CREDIT,CHECK,Payment 330,internal
TXN00331,ACC1001,2024-03-31,3117.32,DEBIT,CHECK,Payment 331,internal
TXN00332,ACC1005,2024-04-20,1067.65,DEBIT,CARD,Payment 332,internal
TXN00333,ACC1018,2024-01-01,3198.68,DEBIT,ATM,Payment 333,internal
TXN00334,ACC1021,2024-01-08,1411.67,CREDIT,CARD,Payment 334,internal
TXN00335,ACC1010,2024-01-19,653.86,DEBIT,CHECK,Payment 335,internal
TXN00336,ACC1003,2024-04-20,1970.71,DEBIT,WIRE,Payment 336,internal
TXN00337,ACC1017,2024-02-25,3633.64,CREDIT,CHECK,Payment 337,internal
TXN00338,ACC1001,2024-02-26,3002.48,DEBIT,ATM,Payment 338,internal
TXN00339,ACC1013,2024-01-22,1720.14,CREDIT,CHECK,Payment 339,internal
TXN00340,ACC1014,2024-01-05,4231.58,DEBIT,CARD,Payment 340,internal
TXN00341,ACC1018,2024-03-30,4463.51,CREDIT,ATM,Payment 341,internal
TXN00342,ACC1018,2024-03-20,2661.75,CREDIT,WIRE,Payment 342,internal
TXN00343,ACC1017,2024-02-13,4738.2,DEBIT,CHECK,Payment 343,internal
TXN00344,ACC1022,2024-03-08,2021.67,CREDIT,CHECK,Payment 344,internal
TXN00345,ACC1018,2024-04-18,2549.58,CREDIT,CARD,Payment 345,internal
TXN00346,ACC1010,2024-02-11,3238.89,DEBIT,CARD,Payment 346,internal
TXN00347,ACC1006,2024-01-16,2205.85,DEBIT,ACH,Payment 347,internal
TXN00348,ACC1003,2024-03-19,3340.77,DEBIT,CHECK,Payment 348,internal
TXN00349,ACC1022,2024-02-09,108.63,DEBIT,ACH,Payment 349,internal
TXN00350,ACC1023,2024-04-13,3892.98,DEBIT,WIRE,Payment 350,internal
TXN00351,ACC1004,2024-01-16,3342.57,DEBIT,WIRE,Payment 351,internal
TXN00352,ACC1007,2024-02-04,701.89,CREDIT,CHECK,Payment 352,internal
TXN00353,ACC1018,2024-01-25,4552.53,DEBIT,CARD,Payment 353,internal
TXN00354,ACC1019,2024-04-24,3509.94,DEBIT,CHECK,Payment 354,internal
TXN00355,ACC1007,2024-03-16,1282.98,CREDIT,WIRE,Payment 355,internal
TXN00356,ACC1012,2024-02-17,4880.88,CREDIT,CHECK,Payment 356,internal
TXN00357,ACC1013,2024-02-18,125.91,DEBIT,ATM,Payment 357,internal
TXN00358,ACC1009,2024-02-23,3055.03,CREDIT,ATM,Payment 358,internal
TXN00359,ACC1008,2024-02-08,4271.38,DEBIT,CARD,Payment 359,internal
TXN00360,ACC1011,2024-03-16,2454.22,DEBIT,WIRE,Payment 360,internal
TXN00361,ACC1010,2024-04-19,1228.58,DEBIT,ATM,Payment 361,internal
TXN00362,ACC1023,2024-04-27,4218.18,CREDIT,CHECK,Payment 362,internal
TXN00363,ACC1005,2024-04-01,3825.69,CREDIT,CARD,Payment 363,internal
TXN00364,ACC1017,2024-01-29,2287.7,DEBIT,CHECK,Payment 364,internal
TXN00365,ACC1007,2024-01-31,1453.71,CREDIT,CARD,Payment 365,internal
TXN00366,ACC1007,2024-01-27,2055.81,DEBIT,ATM,Payment 366,internal
TXN00367,ACC1014,2024-01-21,4304.24,CREDIT,ACH,Payment 367,internal
TXN00368,ACC1011,2024-04-05,1687.29,CREDIT,ATM,Payment 368,internal
TXN00369,ACC1017,2024-04-02,700.26,DEBIT,ACH,Payment 369,internal
TXN00370,ACC1011,2024-04-29,1956.41,CREDIT,ACH,Payment 370,internal
TXN00371,ACC1000,2024-02-20,778.28,CREDIT,CHECK,Payment 371,internal
TXN00372,ACC1007,2024-04-27,4665.17,DEBIT,ACH,Payment 372,internal
TXN00373,ACC1014,2024-04-04,698.61,CREDIT,WIRE,Payment 373,internal
TXN00374,ACC1005,2024-03-20,4425.4,CREDIT,ACH,Payment 374,internal
TXN00375,ACC1014,2024-01-22,4164.32,CREDIT,CARD,Payment 375,internal
TXN00376,ACC1006,2024-03-01,2765.4,CREDIT,CHECK,Payment 376,internal
TXN00377,ACC1000,2024-04-29,3266.91,CREDIT,ATM,Payment 377,internal
TXN00378,ACC1002,2024-01-12,2587.13,DEBIT,CHECK,Payment 378,internal
TXN00379,ACC1008,2024-02-08,4883.55,CREDIT,CARD,Payment 379,internal
TXN00380,ACC1005,2024-01-07,2129.64,CREDIT,CHECK,Payment 380,internal
TXN00381,ACC1008,2024-04-04,1773.16,DEBIT,ATM,Payment 381,internal
TXN00382,ACC1023,2024-02-19,4107.94,CREDIT,WIRE,Payment 382,internal
TXN00383,ACC1017,2024-04-06,3746.62,CREDIT,CARD,Payment 383,internal
TXN00384,ACC1006,2024-01-18,4466.22,DEBIT,ATM,Payment 384,internal
TXN00385,ACC1008,2024-01-19,489.52,CREDIT,CARD,Payment 385,internal
TXN00386,ACC1012,2024-01-07,346.92,CREDIT,ACH,Payment 386,internal
TXN00387,ACC1021,2024-04-02,2187.22,CREDIT,ACH,Payment 387,internal
TXN00388,ACC1018,2024-04-08,3264.77,CREDIT,ACH,Payment 388,internal
TXN00389,ACC1001,2024-04-13,742.85,CREDIT,ATM,Payment 389,internal
TXN00390,ACC1011,2024-04-08,2699.32,CREDIT,ACH,Payment 390,internal
TXN00391,ACC1013,2024-03-29,1978.46,DEBIT,WIRE,Payment 391,internal
TXN00392,ACC1005,2024-03-01,3764.12,DEBIT,CHECK,Payment 392,internal
TXN00393,ACC1007,2024-02-14,2328.75,CREDIT,WIRE,Payment 393,internal
TXN00394,ACC1016,2024-03-31,1049.81,DEBIT,ACH,Payment 394,internal
TXN00395,ACC1008,2024-01-22,439.05,CREDIT,ACH,Payment 395,internal
TXN00396,ACC1001,2024-02-17,4117.31,DEBIT,ATM,Payment 396,internal
TXN00397,ACC1024,2024-03-19,694.68,CREDIT,CARD,Payment 397,internal
TXN00398,ACC1004,2024-04-15,1970.66,DEBIT,ATM,Payment 398,internal
TXN00399,ACC1011,2024-01-24,4365.57,DEBIT,WIRE,Payment 399,internal
TXN00400,ACC1023,2024-02-04,3283.81,CREDIT,CHECK,Payment 400,internal
TXN00401,ACC1018,2024-03-07,2836.44,CREDIT,ATM,Payment 401,internal
TXN00402,ACC1011,2024-01-04,3555.56,DEBIT,ACH,Payment 402,internal
TXN00403,ACC1009,2024-02-28,3011.78,DEBIT,WIRE,Payment 403,internal
TXN00404,ACC1006,2024-03-31,2099.09,CREDIT,ATM,Payment 404,internal
TXN00405,ACC1003,2024-02-16,2810.5,DEBIT,WIRE,Payment 405,internal
TXN00406,ACC1004,2024-02-07,2614.37,CREDIT,CARD,Payment 406,internal
TXN00407,ACC1021,2024-01-08,3386.5,CREDIT,ACH,Payment 407,internal
TXN00408,ACC1014,2024-04-17,1069.26,DEBIT,CHECK,Payment 408,internal
TXN00409,ACC1020,2024-04-16,868.08,CREDIT,CARD,Payment 409,internal
TXN00410,ACC1021,2024-04-22,2385.7,CREDIT,ACH,Payment 410,internal
TXN00411,ACC1011,2024-03-11,1083.74,CREDIT,ACH,Payment 411,internal
TXN00412,ACC1000,2024-01-26,3400.84,DEBIT,ACH,Payment 412,internal
TXN00413,ACC1002,2024-02-20,1042.86,DEBIT,ACH,Payment 413,internal
TXN00414,ACC1016,2024-04-13,682.11,CREDIT,WIRE,Payment 414,internal
TXN00415,ACC1006,2024-01-07,1810.19,DEBIT,WIRE,Payment 415,internal
TXN00416,ACC1023,2024-03-14,1331.39,CREDIT,WIRE,Payment 416,internal
TXN00417,ACC1000,2024-04-21,4442.94,DEBIT,ACH,Payment 417,internal
TXN00418,ACC1001,2024-01-14,545.94,CREDIT,CHECK,Payment 418,internal
TXN00419,ACC1004,2024-04-12,618.63,DEBIT,CHECK,Payment 419,internal
TXN00420,ACC1017,2024-03-04,4100.85,CREDIT,ATM,Payment 420,internal
TXN00421,ACC1005,2024-02-18,230.43,CREDIT,WIRE,Payment 421,internal
TXN00422,ACC1002,2024-03-10,4743.74,DEBIT,ATM,Payment 422,internal
TXN00423,ACC1020,2024-04-27,860.0,CREDIT,CARD,Payment 423,internal
TXN00424,ACC1007,2024-04-26,2473.42,DEBIT,WIRE,Payment 424,internal
TXN00425,ACC1019,2024-03-11,1993.65,CREDIT,ACH,Payment 425,internal
TXN00426,ACC1005,2024-01-24,1612.22,DEBIT,ACH,Payment 426,internal
TXN00427,ACC1000,2024-03-11,4332.06,DEBIT,WIRE,Payment 427,internal
TXN00428,ACC1010,2024-02-21,2049.26,DEBIT,CHECK,Payment 428,internal
TXN00429,ACC1020,2024-04-21,4634.58,DEBIT,WIRE,Payment 429,internal
TXN00430,ACC1006,2024-02-24,1653.02,DEBIT,CARD,Payment 430,internal
TXN00431,ACC1007,2024-03-20,2314.47,CREDIT,CARD,Payment 431,internal
TXN00432,ACC1024,2024-02-11,1610.37,CREDIT,WIRE,Payment 432,internal
TXN00433,ACC1007,2024-01-20,482.25,DEBIT,CHECK,Payment 433,internal
TXN00434,ACC1021,2024-01-26,1951.59,DEBIT,CARD,Payment 434,internal
TXN00435,ACC1013,2024-01-31,3780.14,DEBIT,ATM,Payment 435,internal
TXN00436,ACC1004,2024-03-12,4638.25,CREDIT,CHECK,Payment 436,internal
TXN00437,ACC1016,2024-04-23,272.35,DEBIT,WIRE,Payment 437,internal
TXN00438,ACC1023,2024-03-10,4620.26,DEBIT,ACH,Payment 438,internal
TXN00439,ACC1023,2024-03-22,202.32,DEBIT,CARD,Payment 439,internal
TXN00440,ACC1008,2024-03-30,142.4,CREDIT,ATM,Payment 440,internal
TXN00441,ACC1005,2024-02-25,2487.12,CREDIT,ACH,Payment 441,internal
TXN00442,ACC1023,2024-02-09,3935.38,DEBIT,ATM,Payment 442,internal
TXN00443,ACC1021,2024-03-08,1871.57,CREDIT,WIRE,Payment 443,internal
TXN00444,ACC1010,2024-04-02,811.34,CREDIT,CARD,Payment 444,internal
TXN00445,ACC1006,2024-04-25,2687.07,CREDIT,ATM,Payment 445,internal
TXN00446,ACC1021,2024-01-23,4279.65,DEBIT,CARD,Payment 446,internal
TXN00447,ACC1014,2024-02-14,4391.96,CREDIT,ACH,Payment 447,internal
TXN00448,ACC1012,2024-02-27,4056.7,CREDIT,CARD,Payment 448,internal
TXN00449,ACC1018,2024-03-13,4910.9,DEBIT,CARD,Payment 449,internal
TXN00450,ACC1003,2024-02-20,1856.22,CREDIT,ACH,Payment 450,internal
TXN00451,ACC1005,2024-04-10,3975.81,CREDIT,WIRE,Payment 451,internal
TXN00452,ACC1018,2024-04-14,1525.95,CREDIT,ACH,Payment 452,internal
TXN00453,ACC1012,2024-02-25,2607.08,CREDIT,CHECK,Payment 453,internal
TXN00454,ACC1015,2024-03-21,825.32,CREDIT,WIRE,Payment 454,internal
TXN00455,ACC1003,2024-01-05,3097.39,DEBIT,CARD,Payment 455,internal
TXN00456,ACC1023,2024-01-26,2616.03,CREDIT,ACH,Payment 456,internal
TXN00457,ACC1012,2024-02-11,950.49,CREDIT,ACH,Payment 457,internal
TXN00458,ACC1004,2024-02-18,4737.13,CREDIT,ATM,Payment 458,internal
TXN00459,ACC1006,2024-01-10,4872.34,DEBIT,CHECK,Payment 459,internal
TXN00460,ACC1022,2024-03-17,4358.33,CREDIT,CARD,Payment 460,internal
TXN00461,ACC1009,2024-01-05,2161.07,CREDIT,CARD,Payment 461,internal
TXN00462,ACC1011,2024-04-25,4967.78,DEBIT,ACH,Payment 462,internal
TXN00463,ACC1013,2024-02-06,3531.93,DEBIT,ATM,Payment 463,internal
TXN00464,ACC1007,2024-04-22,235.12,DEBIT,ATM,Payment 464,internal
TXN00465,ACC1007,2024-01-08,596.35,CREDIT,ATM,Payment 465,internal
TXN00466,ACC1018,2024-03-05,787.23,CREDIT,ATM,Payment 466,internal
TXN00467,ACC1017,2024-02-17,2841.57,DEBIT,CARD,Payment 467,internal
TXN00468,ACC1004,2024-04-26,324.95,CREDIT,WIRE,Payment 468,internal
TXN00469,ACC1012,2024-02-04,954.92,CREDIT,ATM,Payment 469,internal
TXN00470,ACC1016,2024-04-14,480.49,CREDIT,CHECK,Payment 470,internal
TXN00471,ACC1003,2024-04-27,4151.8,DEBIT,ATM,Payment 471,internal
TXN00472,ACC1015,2024-01-16,4717.48,DEBIT,CHECK,Payment 472,internal
TXN00473,ACC1009,2024-03-06,2732.92,DEBIT,ATM,Payment 473,internal
TXN00474,ACC1010,2024-03-25,4859.3,DEBIT,CARD,Payment 474,internal
TXN00475,ACC1021,2024-02-16,2287.46,CREDIT,WIRE,Payment 475,internal
TXN00476,ACC1002,2024-01-11,1963.62,DEBIT,ACH,Payment 476,internal
TXN00477,ACC1018,2024-02-23,3901.55,CREDIT,ATM,Payment 477,internal
TXN00478,ACC1002,2024-01-05,3064.98,CREDIT,ACH,Payment 478,internal
TXN00479,ACC1007,2024-04-27,1037.04,DEBIT,WIRE,Payment 479,internal
TXN00480,ACC1016,2024-04-22,2583.62,DEBIT,ATM,Payment 480,internal
TXN00481,ACC1014,2024-01-06,1189.44,CREDIT,ACH,Payment 481,internal
TXN00482,ACC1003,2024-01-24,326.01,CREDIT,CARD,Payment 482,internal
TXN00483,ACC1006,2024-03-05,4563.12,DEBIT,CHECK,Payment 483,internal
TXN00484,ACC1012,2024-04-06,1017.32,DEBIT,CHECK,Payment 484,internal
TXN00485,ACC1015,2024-04-23,4322.04,CREDIT,WIRE,Payment 485,internal
TXN00486,ACC1011,2024-01-28,461.99,CREDIT,CARD,Payment 486,internal
TXN00487,ACC1021,2024-02-15,4729.01,CREDIT,CHECK,Payment 487,internal
TXN00488,ACC1010,2024-01-22,2706.98,DEBIT,WIRE,Payment 488,internal
TXN00489,ACC1004,2024-03-21,3269.43,CREDIT,CARD,Payment 489,internal
TXN00490,ACC1019,2024-03-27,1150.94,DEBIT,ACH,Payment 490,internal
TXN00491,ACC1019,2024-01-23,4683.98,DEBIT,ACH,Payment 491,internal
TXN00492,ACC1013,2024-03-03,2493.26,CREDIT,CARD,Payment 492,internal
TXN00493,ACC1006,2024-04-29,2188.97,CREDIT,CARD,Payment 493,internal
TXN00494,ACC1023,2024-02-20,2394.95,DEBIT,ACH,Payment 494,internal
TXN00495,ACC1006,2024-01-28,2968.85,DEBIT,CHECK,Payment 495,internal
TXN00496,ACC1014,2024-04-27,263.66,CREDIT,CARD,Payment 496,internal
TXN00497,ACC1007,2024-02-27,4484.81,DEBIT,ACH,Payment 497,internal
TXN00498,ACC1017,2024-03-18,4112.85,DEBIT,CHECK,Payment 498,internal
TXN00499,ACC1011,2024-03-17,2146.57,CREDIT,ATM,Payment 499,internal
TXN00500,ACC1007,2024-02-11,3159.02,CREDIT,CHECK,Payment 500,internal
TXN00501,ACC1023,2024-04-25,3362.55,DEBIT,WIRE,Payment 501,internal
TXN00502,ACC1015,2024-04-07,2131.16,CREDIT,CARD,Payment 502,internal
TXN00503,ACC1012,2024-02-25,3685.5,DEBIT,WIRE,Payment 503,internal
TXN00504,ACC1008,2024-01-16,3728.57,CREDIT,ACH,Payment 504,internal
TXN00505,ACC1002,2024-03-30,3137.86,CREDIT,ATM,Payment 505,internal
TXN00506,ACC1014,2024-01-14,1370.21,CREDIT,ATM,Payment 506,internal
TXN00507,ACC1007,2024-01-24,780.57,CREDIT,WIRE,Payment 507,internal
TXN00508,ACC1004,2024-04-15,2651.66,DEBIT,CHECK,Payment 508,internal
TXN00509,ACC1020,2024-01-22,3543.71,DEBIT,WIRE,Payment 509,internal
TXN00510,ACC1020,2024-01-18,2397.24,CREDIT,WIRE,Payment 510,internal
TXN00511,ACC1009,2024-01-16,1548.58,DEBIT,CARD,Payment 511,internal
TXN00512,ACC1003,2024-01-09,3528.09,CREDIT,CARD,Payment 512,internal
TXN00513,ACC1014,2024-03-30,3913.23,CREDIT,ATM,Payment 513,internal
TXN00514,ACC1010,2024-04-08,2246.72,CREDIT,WIRE,Payment 514,internal
TXN00515,ACC1004,2024-01-22,1810.44,CREDIT,CARD,Payment 515,internal
TXN00516,ACC1017,2024-01-29,1966.38,DEBIT,CHECK,Payment 516,internal
TXN00517,ACC1004,2024-02-02,1576.1,CREDIT,ACH,Payment 517,internal
TXN00518,ACC1017,2024-02-06,2199.72,DEBIT,WIRE,Payment 518,internal
TXN00519,ACC1013,2024-04-01,1187.63,CREDIT,ATM,Payment 519,internal
TXN00520,ACC1015,2024-03-18,2494.68,CREDIT,ATM,Payment 520,internal
TXN00521,ACC1011,2024-03-14,4994.16,CREDIT,ATM,Payment 521,internal
TXN00522,ACC1012,2024-04-04,4543.96,CREDIT,CARD,Payment 522,internal
TXN00523,ACC1017,2024-01-02,414.96,DEBIT,CARD,Payment 523,internal
TXN00524,ACC1012,2024-02-18,2476.63,CREDIT,CARD,Payment 524,internal
TXN00525,ACC1016,2024-04-10,2765.29,DEBIT,ACH,Payment 525,internal
TXN00526,ACC1004,2024-04-05,1133.64,CREDIT,ATM,Payment 526,internal
TXN00527,ACC1016,2024-04-14,4974.17,CREDIT,ATM,Payment 527,internal
TXN00528,ACC1003,2024-02-18,1578.6,DEBIT,WIRE,Payment 528,internal
TXN00529,ACC1015,2024-04-22,3035.43,CREDIT,WIRE,Payment 529,internal
TXN00530,ACC1015,2024-02-05,2789.44,CREDIT,ACH,Payment 530,internal
TXN00531,ACC1018,2024-01-07,983.98,DEBIT,ATM,Payment 531,internal
TXN00532,ACC1001,2024-04-10,2020.37,CREDIT,CHECK,Payment 532,internal
TXN00533,ACC1018,2024-01-22,967.69,CREDIT,ATM,Payment 533,internal
TXN00534,ACC1023,2024-04-19,1330.91,DEBIT,ACH,Payment 534,internal
TXN00535,ACC1024,2024-04-07,3391.77,CREDIT,WIRE,Payment 535,internal
TXN00536,ACC1008,2024-04-25,1388.27,DEBIT,WIRE,Payment 536,internal
TXN00537,ACC1024,2024-02-21,2155.49,DEBIT,WIRE,Payment 537,internal
TXN00538,ACC1015,2024-04-02,3881.2,DEBIT,WIRE,Payment 538,internal
TXN00539,ACC1021,2024-01-26,4177.28,DEBIT,ACH,Payment 539,internal
TXN00540,ACC1009,2024-04-29,2860.13,DEBIT,ACH,Payment 540,internal
TXN00541,ACC1022,2024-03-03,1047.91,DEBIT,ATM,Payment 541,internal
TXN00542,ACC1003,2024-02-17,454.32,CREDIT,CHECK,Payment 542,internal
TXN00543,ACC1005,2024-01-23,1864.0,CREDIT,ACH,Payment 543,internal
TXN00544,ACC1010,2024-02-27,2056.14,DEBIT,ATM,Payment 544,internal
TXN00545,ACC1018,2024-03-23,3214.84,CREDIT,ATM,Payment 545,internal
TXN00546,ACC1016,2024-02-18,2065.1,CREDIT,ATM,Payment 546,internal
TXN00547,ACC1024,2024-03-28,1236.92,CREDIT,CHECK,Payment 547,internal
TXN00548,ACC1010,2024-02-26,497.96,CREDIT,WIRE,Payment 548,internal
TXN00549,ACC1010,2024-02-25,935.02,CREDIT,WIRE,Payment 549,internal
TXN00550,ACC1005,2024-04-18,3982.34,DEBIT,ATM,Payment 550,internal
TXN00551,ACC1015,2024-02-02,1337.49,CREDIT,WIRE,Payment 551,internal
TXN00552,ACC1000,2024-04-23,683.84,DEBIT,CARD,Payment 552,internal
TXN00553,ACC1010,2024-04-11,1131.2,DEBIT,WIRE,Payment 553,internal
TXN00554,ACC1002,2024-01-20,185.23,DEBIT,CHECK,Payment 554,internal
TXN00555,ACC1004,2024-01-26,3916.7,CREDIT,ATM,Payment 555,internal
TXN00556,ACC1006,2024-04-11,4256.48,CREDIT,WIRE,Payment 556,internal
TXN00557,ACC1021,2024-04-14,262.17,DEBIT,WIRE,Payment 557,internal
TXN00558,ACC1013,2024-04-01,3098.39,DEBIT,ACH,Payment 558,internal
TXN00559,ACC1003,2024-04-22,3906.38,CREDIT,CHECK,Payment 559,internal
TXN00560,ACC1001,2024-04-15,2211.7,CREDIT,CARD,Payment 560,internal
TXN00561,ACC1001,2024-04-08,3726.41,CREDIT,CHECK,Payment 561,internal
TXN00562,ACC1010,2024-01-15,1446.4,DEBIT,WIRE,Payment 562,internal
TXN00563,ACC1016,2024-03-01,2519.35,DEBIT,CARD,Payment 563,internal
TXN00564,ACC1020,2024-04-04,1981.56,DEBIT,ATM,Payment 564,internal
TXN00565,ACC1019,2024-03-29,1241.16,CREDIT,CHECK,Payment 565,internal
TXN00566,ACC1019,2024-01-23,2620.22,CREDIT,CHECK,Payment 566,internal
TXN00567,ACC1000,2024-03-27,4803.53,DEBIT,ATM,Payment 567,internal
TXN00568,ACC1009,2024-02-12,4921.08,CREDIT,CHECK,Payment 568,internal
TXN00569,ACC1001,2024-04-28,2374.92,CREDIT,ACH,Payment 569,internal
TXN00570,ACC1015,2024-04-15,2067.75,CREDIT,WIRE,Payment 570,internal
TXN00571,ACC1015,2024-02-15,3941.09,DEBIT,ATM,Payment 571,internal
TXN00572,ACC1019,2024-02-06,4418.81,CREDIT,CHECK,Payment 572,internal
TXN00573,ACC1005,2024-03-13,1690.91,CREDIT,CHECK,Payment 573,internal
TXN00574,ACC1023,2024-01-03,4149.68,CREDIT,WIRE,Payment 574,internal
TXN00575,ACC1008,2024-03-08,3562.47,DEBIT,CARD,Payment 575,internal
TXN00576,ACC1011,2024-02-11,285.5,DEBIT,ATM,Payment 576,internal
TXN00577,ACC1021,2024-02-17,164.16,CREDIT,ATM,Payment 577,internal
TXN00578,ACC1008,2024-03-30,263.89,DEBIT,WIRE,Payment 578,internal
TXN00579,ACC1005,2024-03-30,4334.38,DEBIT,ATM,Payment 579,internal
TXN00580,ACC1013,2024-03-04,1087.46,CREDIT,CHECK,Payment 580,internal
TXN00581,ACC1019,2024-01-28,1236.04,CREDIT,ACH,Payment 581,internal
TXN00582,ACC1011,2024-03-26,4792.99,CREDIT,CHECK,Payment 582,internal
TXN00583,ACC1023,2024-03-04,3722.53,CREDIT,CARD,Payment 583,internal
TXN00584,ACC1001,2024-03-17,2253.17,CREDIT,WIRE,Payment 584,internal
TXN00585,ACC1020,2024-04-07,4441.41,CREDIT,WIRE,Payment 585,internal
TXN00586,ACC1003,2024-01-17,2897.26,CREDIT,ATM,Payment 586,internal
TXN00587,ACC1016,2024-04-20,4515.43,DEBIT,WIRE,Payment 587,internal
TXN00588,ACC1007,2024-01-26,853.98,CREDIT,ACH,Payment 588,internal
TXN00589,ACC1009,2024-01-09,609.35,CREDIT,ATM,Payment 589,internal
TXN00590,ACC1000,2024-01-16,379.55,DEBIT,ATM,Payment 590,internal
TXN00591,ACC1002,2024-04-02,2905.4,CREDIT,CHECK,Payment 591,internal
TXN00592,ACC1007,2024-03-17,4412.05,CREDIT,CARD,Payment 592,internal
TXN00593,ACC1010,2024-02-23,3566.62,DEBIT,WIRE,Payment 593,internal
TXN00594,ACC1001,2024-01-21,2343.59,CREDIT,CHECK,Payment 594,internal
TXN00595,ACC1010,2024-01-19,1310.91,DEBIT,WIRE,Payment 595,internal
TXN00596,ACC1017,2024-02-09,4211.93,DEBIT,CHECK,Payment 596,internal
TXN00597,ACC1022,2024-01-10,4283.48,DEBIT,CHECK,Payment 597,internal
TXN00598,ACC1018,2024-01-26,1545.25,CREDIT,CHECK,Payment 598,internal
TXN00599,ACC1002,2024-02-05,4549.89,DEBIT,CARD,Payment 599,internal
TXN00600,ACC1008,2024-03-07,1456.27,CREDIT,CHECK,Payment 600,internal
TXN00601,ACC1003,2024-03-15,3055.57,DEBIT,ACH,Payment 601,internal
TXN00602,ACC1015,2024-03-21,3470.77,DEBIT,CHECK,Payment 602,internal
TXN00603,ACC1018,2024-02-23,379.61,CREDIT,CARD,Payment 603,internal
TXN00604,ACC1024,2024-01-27,442.69,CREDIT,CARD,Payment 604,internal
TXN00605,ACC1019,2024-01-29,3717.1,DEBIT,ATM,Payment 605,internal
TXN00606,ACC1000,2024-04-01,2733.53,DEBIT,CARD,Payment 606,internal
TXN00607,ACC1002,2024-03-15,2500.98,DEBIT,ATM,Payment 607,internal
TXN00608,ACC1023,2024-03-04,2464.14,DEBIT,CHECK,Payment 608,internal
TXN00609,ACC1003,2024-01-09,3690.2,CREDIT,CARD,Payment 609,internal
TXN00610,ACC1012,2024-04-20,2413.14,CREDIT,CARD,Payment 610,internal
TXN00611,ACC1024,2024-04-25,2346.92,DEBIT,CARD,Payment 611,internal
TXN00612,ACC1010,2024-01-27,912.61,CREDIT,ACH,Payment 612,internal
TXN00613,ACC1016,2024-02-21,12.83,CREDIT,CHECK,Payment 613,internal
TXN00614,ACC1017,2024-01-04,3670.0,CREDIT,CARD,Payment 614,internal
TXN00615,ACC1002,2024-04-22,779.87,DEBIT,ACH,Payment 615,internal
TXN00616,ACC1004,2024-02-09,3136.93,CREDIT,CHECK,Payment 616,internal
TXN00617,ACC1007,2024-04-01,2067.17,CREDIT,WIRE,Payment 617,internal
TXN00618,ACC1023,2024-03-01,4529.9,CREDIT,CHECK,Payment 618,internal
TXN00619,ACC1008,2024-04-29,4250.15,DEBIT,WIRE,Payment 619,internal
TXN00620,ACC1008,2024-01-31,1441.59,DEBIT,WIRE,Payment 620,internal
TXN00621,ACC1018,2024-04-29,2916.4,CREDIT,ATM,Payment 621,internal
TXN00622,ACC1008,2024-03-17,2638.6,DEBIT,ATM,Payment 622,internal
TXN00623,ACC1008,2024-01-25,4665.34,CREDIT,CARD,Payment 623,internal
TXN00624,ACC1005,2024-02-06,4165.86,DEBIT,CARD,Payment 624,internal
TXN00625,ACC1011,2024-04-28,4928.25,DEBIT,ATM,Payment 625,internal
TXN00626,ACC1024,2024-02-02,3994.26,CREDIT,WIRE,Payment 626,internal
TXN00627,ACC1002,2024-03-08,2740.94,CREDIT,CARD,Payment 627,internal
TXN00628,ACC1010,2024-02-18,3186.98,DEBIT,CHECK,Payment 628,internal
TXN00629,ACC1010,2024-02-09,1674.41,DEBIT,ACH,Payment 629,internal
TXN00630,ACC1013,2024-04-12,951.67,DEBIT,CARD,Payment 630,internal
TXN00631,ACC1002,2024-04-01,1147.06,DEBIT,CARD,Payment 631,internal
TXN00632,ACC1024,2024-02-07,115.57,CREDIT,ACH,Payment 632,internal
TXN00633,ACC1022,2024-02-03,3282.81,DEBIT,ACH,Payment 633,internal
TXN00634,ACC1023,2024-03-10,284.13,DEBIT,ACH,Payment 634,internal
TXN00635,ACC1002,2024-01-19,4245.47,DEBIT,CHECK,Payment 635,internal
TXN00636,ACC1016,2024-02-23,2228.99,CREDIT,ACH,Payment 636,internal
TXN00637,ACC1015,2024-04-17,4015.73,CREDIT,ACH,Payment 637,internal
TXN00638,ACC1014,2024-04-18,901.23,CREDIT,CARD,Payment 638,internal
TXN00639,ACC1022,2024-01-25,758.7,DEBIT,CHECK,Payment 639,internal
TXN00640,ACC1004,2024-03-12,3626.84,DEBIT,ATM,Payment 640,internal
TXN00641,ACC1013,2024-02-06,2475.38,DEBIT,CARD,Payment 641,internal
TXN00642,ACC1018,2024-01-27,1804.73,DEBIT,ACH,Payment 642,internal
TXN00643,ACC1012,2024-03-26,1767.54,CREDIT,ACH,Payment 643,internal
TXN00644,ACC1013,2024-03-18,2201.5,CREDIT,CHECK,Payment 644,internal
TXN00645,ACC1013,2024-04-07,3885.48,CREDIT,CHECK,Payment 645,internal
TXN00646,ACC1021,2024-02-27,522.96,DEBIT,CHECK,Payment 646,internal
